ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000171357,541468,LURAP1,protein_coding,leucine rich adaptor protein 1
ENSG00000224587,9656,MDC1,protein_coding,mediator of DNA damage checkpoint 1
ENSG00000224545,NA,,processed_pseudogene,
ENSG00000279687,NA,,antisense,
ENSG00000134809,26519,TIMM10,protein_coding,translocase of inner mitochondrial membrane 10 homolog (yeast)
ENSG00000282546,NA,,sense_intronic,
ENSG00000272647,NA,,protein_coding,
ENSG00000166681,27018,BEX3,protein_coding,brain expressed X-linked 3
ENSG00000125787,2797,GNRH2,protein_coding,gonadotropin releasing hormone 2
ENSG00000057019,131566,DCBLD2,protein_coding,discoidin, CUB and LCCL domain containing 2
ENSG00000198690,22909,FAN1,protein_coding,FANCD2/FANCI-associated nuclease 1
ENSG00000262651,NA,,processed_pseudogene,
ENSG00000233851,NA,LATS2-AS1,antisense,
ENSG00000232354,NA,VIPR1-AS1,antisense,
ENSG00000281904,NA,,lincRNA,
ENSG00000141028,NA,CDRT15P1,unprocessed_pseudogene,
ENSG00000228104,NA,BRD2-IT1,processed_transcript,
ENSG00000280375,NA,,TEC,
ENSG00000149485,3992,FADS1,protein_coding,fatty acid desaturase 1
ENSG00000149485,3992,FADS1,protein_coding,microRNA 1908
ENSG00000149485,100302263,FADS1,protein_coding,fatty acid desaturase 1
ENSG00000149485,100302263,FADS1,protein_coding,microRNA 1908
ENSG00000270226,NA,,processed_pseudogene,
ENSG00000233891,NA,,lincRNA,
ENSG00000232237,647219,ASCL5,protein_coding,achaete-scute family bHLH transcription factor 5
ENSG00000227405,NA,ZDHHC20P2,processed_pseudogene,
ENSG00000236993,NA,GAPDHP21,processed_pseudogene,
ENSG00000234052,NA,,lincRNA,
ENSG00000214222,NA,TUBBP2,processed_pseudogene,
ENSG00000227101,NA,,lincRNA,
ENSG00000126524,51119,SBDS,protein_coding,SBDS ribosome assembly guanine nucleotide exchange factor
ENSG00000273287,NA,,lincRNA,
ENSG00000225470,554203,JPX,lincRNA,JPX transcript, XIST activator (non-protein coding)
ENSG00000205240,NA,OR7E36P,unprocessed_pseudogene,
ENSG00000270969,NA,,processed_pseudogene,
ENSG00000205423,255919,CNEP1R1,protein_coding,CTD nuclear envelope phosphatase 1 regulatory subunit 1
ENSG00000244020,645745,MT1HL1,protein_coding,metallothionein 1H-like 1
ENSG00000250074,NA,,processed_pseudogene,
ENSG00000254094,NA,,sense_intronic,
ENSG00000253188,NA,TRBV6-7,TR_V_gene,
ENSG00000253399,NA,,sense_intronic,
ENSG00000233852,NA,,lincRNA,
ENSG00000218472,NA,,processed_pseudogene,
ENSG00000248442,NA,OR10J7P,unitary_pseudogene,
ENSG00000197746,5660,PSAP,protein_coding,prosaposin
ENSG00000229063,NA,TRBV23OR9-2,TR_V_gene,
ENSG00000224659,645051,GAGE12J,protein_coding,G antigen 13
ENSG00000224659,645051,GAGE12J,protein_coding,G antigen 12J
ENSG00000224659,729396,GAGE12J,protein_coding,G antigen 13
ENSG00000224659,729396,GAGE12J,protein_coding,G antigen 12J
ENSG00000186603,84842,HPDL,protein_coding,4-hydroxyphenylpyruvate dioxygenase like
ENSG00000206567,NA,,lincRNA,
ENSG00000175264,8534,CHST1,protein_coding,carbohydrate sulfotransferase 1
ENSG00000215805,NA,,processed_pseudogene,
ENSG00000281161,NA,,antisense,
ENSG00000271993,NA,,antisense,
ENSG00000253416,NA,,lincRNA,
ENSG00000258057,100286844,BCDIN3D-AS1,antisense,BCDIN3D antisense RNA 1
ENSG00000217327,NA,RPS7P5,processed_pseudogene,
ENSG00000154065,147463,ANKRD29,protein_coding,ankyrin repeat domain 29
ENSG00000115355,55704,CCDC88A,protein_coding,coiled-coil domain containing 88A
ENSG00000065328,55388,MCM10,protein_coding,minichromosome maintenance 10 replication initiation factor
ENSG00000106211,3315,HSPB1,protein_coding,heat shock protein family B (small) member 1
ENSG00000177700,5441,POLR2L,protein_coding,polymerase (RNA) II subunit L
ENSG00000166391,80168,MOGAT2,protein_coding,monoacylglycerol O-acyltransferase 2
ENSG00000280156,NA,,sense_overlapping,
ENSG00000109805,64151,NCAPG,protein_coding,non-SMC condensin I complex subunit G
ENSG00000248262,NA,,lincRNA,
ENSG00000232751,NA,,processed_pseudogene,
ENSG00000023330,211,ALAS1,protein_coding,5'-aminolevulinate synthase 1
ENSG00000251210,101929019,,lincRNA,uncharacterized LOC101929019
ENSG00000162551,249,ALPL,protein_coding,alkaline phosphatase, liver/bone/kidney
ENSG00000179144,168537,GIMAP7,protein_coding,GTPase, IMAP family member 7
ENSG00000278110,NA,,unprocessed_pseudogene,
ENSG00000248098,593,BCKDHA,protein_coding,branched chain keto acid dehydrogenase E1, alpha polypeptide
ENSG00000198261,NA,OR5BB1P,unprocessed_pseudogene,
ENSG00000269707,NA,,sense_overlapping,
ENSG00000230926,NA,,unprocessed_pseudogene,
ENSG00000279807,NA,,TEC,
ENSG00000137098,26206,SPAG8,protein_coding,sperm associated antigen 8
ENSG00000196866,3013,HIST1H2AD,protein_coding,histone cluster 1, H2ad
ENSG00000103423,9093,DNAJA3,protein_coding,DnaJ heat shock protein family (Hsp40) member A3
ENSG00000229627,NA,BSNDP4,processed_pseudogene,
ENSG00000250668,101929261,,lincRNA,uncharacterized LOC101929261
ENSG00000283064,NA,,antisense,
ENSG00000233128,NA,,lincRNA,
ENSG00000205913,100128788,SRRM2-AS1,antisense,SRRM2 antisense RNA 1
ENSG00000225472,NA,,antisense,
ENSG00000249868,NA,,lincRNA,
ENSG00000226908,NA,HIST1H2BPS3,processed_pseudogene,
ENSG00000147130,9203,ZMYM3,protein_coding,zinc finger MYM-type containing 3
ENSG00000163491,152110,NEK10,protein_coding,NIMA related kinase 10
ENSG00000235546,NA,,processed_pseudogene,
ENSG00000056558,7185,TRAF1,protein_coding,TNF receptor associated factor 1
ENSG00000223784,NA,,lincRNA,
ENSG00000120694,10808,HSPH1,protein_coding,heat shock protein family H (Hsp110) member 1
ENSG00000186654,55615,PRR5,protein_coding,proline rich 5
ENSG00000173809,91646,TDRD12,protein_coding,tudor domain containing 12
ENSG00000249865,NA,,antisense,
ENSG00000229230,NA,MT1P3,processed_pseudogene,
ENSG00000115944,9167,COX7A2L,protein_coding,cytochrome c oxidase subunit 7A2 like
ENSG00000129493,25938,HEATR5A,protein_coding,HEAT repeat containing 5A
ENSG00000258509,NA,,processed_pseudogene,
ENSG00000149357,55004,LAMTOR1,protein_coding,late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
ENSG00000278788,22904,SBNO2,protein_coding,strawberry notch homolog 2 (Drosophila)
ENSG00000125966,10893,MMP24,protein_coding,matrix metallopeptidase 24
ENSG00000139572,53831,GPR84,protein_coding,G protein-coupled receptor 84
ENSG00000227913,NA,KRT8P44,processed_pseudogene,
ENSG00000206206,1616,DAXX,protein_coding,death-domain associated protein
ENSG00000260657,NA,,lincRNA,
ENSG00000146966,27147,DENND2A,protein_coding,DENN domain containing 2A
ENSG00000160570,162989,DEDD2,protein_coding,death effector domain containing 2
ENSG00000226663,NA,MTND4P10,processed_pseudogene,
ENSG00000282450,NA,,sense_intronic,
ENSG00000273719,NA,,processed_pseudogene,
ENSG00000273066,NA,,processed_transcript,
ENSG00000276293,8396,PIP4K2B,protein_coding,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
ENSG00000263647,NA,,unprocessed_pseudogene,
ENSG00000243189,3108,HLA-DMA,protein_coding,major histocompatibility complex, class II, DM alpha
ENSG00000114520,8723,SNX4,protein_coding,sorting nexin 4
ENSG00000213222,NA,,processed_pseudogene,
ENSG00000233311,NA,MTCO1P54,processed_pseudogene,
ENSG00000256374,645142,PPIAL4D,protein_coding,peptidylprolyl isomerase A like 4D
ENSG00000248583,NA,,unprocessed_pseudogene,
ENSG00000266872,NA,,antisense,
ENSG00000223766,80742,PRR3,protein_coding,proline rich 3
ENSG00000107833,10360,NPM3,protein_coding,nucleophosmin/nucleoplasmin 3
ENSG00000231132,NA,,antisense,
ENSG00000158292,387509,GPR153,protein_coding,G protein-coupled receptor 153
ENSG00000231479,80736,SLC44A4,protein_coding,solute carrier family 44 member 4
ENSG00000281693,NA,,sense_intronic,
ENSG00000272226,NA,,lincRNA,
ENSG00000197077,85379,KIAA1671,protein_coding,KIAA1671
ENSG00000258837,NA,,antisense,
ENSG00000245857,100652791,,lincRNA,uncharacterized LOC100652791
ENSG00000262700,NA,,processed_pseudogene,
ENSG00000123178,57213,SPRYD7,protein_coding,SPRY domain containing 7
ENSG00000243257,NA,MTCO2P29,unprocessed_pseudogene,
ENSG00000276731,3803,KIR2DL2,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2
ENSG00000162627,51375,SNX7,protein_coding,sorting nexin 7
ENSG00000132702,60484,HAPLN2,protein_coding,hyaluronan and proteoglycan link protein 2
ENSG00000211930,NA,IGHD3-3,IG_D_gene,
ENSG00000281543,NA,,lincRNA,
ENSG00000213280,NA,,processed_pseudogene,
ENSG00000280828,NA,,unprocessed_pseudogene,
ENSG00000239589,255025,LINC00879,lincRNA,long intergenic non-protein coding RNA 879
ENSG00000236626,NA,MTND5P17,processed_pseudogene,
ENSG00000158125,7498,XDH,protein_coding,xanthine dehydrogenase
ENSG00000241890,NA,RPL13P4,processed_pseudogene,
ENSG00000271185,NA,,lincRNA,
ENSG00000261758,NA,,antisense,
ENSG00000235666,NA,SUMO2P1,processed_pseudogene,
ENSG00000242968,NA,,processed_pseudogene,
ENSG00000237002,NA,,lincRNA,
ENSG00000269433,101060233,OPN1MW3,protein_coding,opsin 1 (cone pigments), medium-wave-sensitive 3
ENSG00000281332,NA,LINC00997,lincRNA,
ENSG00000230648,NA,,antisense,
ENSG00000134759,55250,ELP2,protein_coding,elongator acetyltransferase complex subunit 2
ENSG00000241255,NA,,processed_pseudogene,
ENSG00000282358,NA,,processed_pseudogene,
ENSG00000218819,100129278,TDRD15,protein_coding,tudor domain containing 15
ENSG00000135211,85025,TMEM60,protein_coding,transmembrane protein 60
ENSG00000261087,NA,,lincRNA,
ENSG00000275488,NA,,processed_pseudogene,
ENSG00000242849,NA,ALDOAP1,processed_pseudogene,
ENSG00000100151,9463,PICK1,protein_coding,protein interacting with PRKCA 1
ENSG00000175356,57758,SCUBE2,protein_coding,signal peptide, CUB domain and EGF like domain containing 2
ENSG00000178464,NA,,processed_pseudogene,
ENSG00000137392,1208,CLPS,protein_coding,colipase
ENSG00000270930,NA,GRAMD4P8,processed_pseudogene,
ENSG00000230322,NA,,antisense,
ENSG00000123975,1164,CKS2,protein_coding,CDC28 protein kinase regulatory subunit 2
ENSG00000257680,NA,,processed_pseudogene,
ENSG00000233956,NA,BTF3P6,processed_pseudogene,
ENSG00000258108,NA,,lincRNA,
ENSG00000166971,64400,AKTIP,protein_coding,AKT interacting protein
ENSG00000249956,NA,UGT2B24P,processed_pseudogene,
ENSG00000249253,NA,,processed_pseudogene,
ENSG00000278634,11027,LILRA2,protein_coding,leukocyte immunoglobulin like receptor A2
ENSG00000264243,NA,,lincRNA,
ENSG00000275636,NA,,lincRNA,
ENSG00000249209,NA,,protein_coding,
ENSG00000214743,NA,MRPS5P3,processed_pseudogene,
ENSG00000105371,3386,ICAM4,protein_coding,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
ENSG00000250828,NA,,unprocessed_pseudogene,
ENSG00000164877,79778,MICALL2,protein_coding,MICAL like 2
ENSG00000258949,NA,,antisense,
ENSG00000265010,NA,,sense_intronic,
ENSG00000101331,140706,CCM2L,protein_coding,CCM2 like scaffolding protein
ENSG00000229817,NA,,processed_pseudogene,
ENSG00000282412,NA,,antisense,
ENSG00000278918,NA,,TEC,
ENSG00000235297,NA,FAUP1,processed_pseudogene,
ENSG00000166368,120776,OR2D2,protein_coding,olfactory receptor family 2 subfamily D member 2
ENSG00000226307,NA,HNRNPDLP1,processed_pseudogene,
ENSG00000230511,NA,NOP56P1,processed_pseudogene,
ENSG00000251172,NA,,processed_pseudogene,
ENSG00000179476,122525,C14orf28,protein_coding,chromosome 14 open reading frame 28
ENSG00000273546,NA,LILRP1,unprocessed_pseudogene,
ENSG00000253373,NA,,lincRNA,
ENSG00000198715,112770,GLMP,protein_coding,glycosylated lysosomal membrane protein
ENSG00000137547,29088,MRPL15,protein_coding,mitochondrial ribosomal protein L15
ENSG00000235222,4439,MSH5,protein_coding,mutS homolog 5
ENSG00000161547,6427,SRSF2,protein_coding,serine/arginine-rich splicing factor 2
ENSG00000161547,6427,SRSF2,protein_coding,microRNA 636
ENSG00000161547,693221,SRSF2,protein_coding,serine/arginine-rich splicing factor 2
ENSG00000161547,693221,SRSF2,protein_coding,microRNA 636
ENSG00000188488,5104,SERPINA5,protein_coding,serpin family A member 5
ENSG00000189221,4128,MAOA,protein_coding,monoamine oxidase A
ENSG00000256448,NA,,antisense,
ENSG00000258943,NA,,lincRNA,
ENSG00000139636,55716,LMBR1L,protein_coding,limb development membrane protein 1 like
ENSG00000161642,25946,ZNF385A,protein_coding,zinc finger protein 385A
ENSG00000231726,NA,HMGN2P38,processed_pseudogene,
ENSG00000224161,NA,RPS26P54,processed_pseudogene,
ENSG00000185149,4887,NPY2R,protein_coding,neuropeptide Y receptor Y2
ENSG00000270499,NA,MKI67P1,processed_pseudogene,
ENSG00000267669,NA,,transcribed_processed_pseudogene,
ENSG00000282378,NA,,transcribed_unprocessed_pseudogene,
ENSG00000231027,NA,,unprocessed_pseudogene,
ENSG00000277783,NA,,processed_pseudogene,
ENSG00000205269,100113407,TMEM170B,protein_coding,transmembrane protein 170B
ENSG00000214973,NA,CHCHD3P3,processed_pseudogene,
ENSG00000255343,NA,,3prime_overlapping_ncRNA,
ENSG00000138814,5530,PPP3CA,protein_coding,protein phosphatase 3 catalytic subunit alpha
ENSG00000254519,NA,,processed_transcript,
ENSG00000149054,7762,ZNF215,protein_coding,zinc finger protein 215
ENSG00000141505,432,ASGR1,protein_coding,asialoglycoprotein receptor 1
ENSG00000130558,10439,OLFM1,protein_coding,olfactomedin 1
ENSG00000151552,5860,QDPR,protein_coding,quinoid dihydropteridine reductase
ENSG00000215284,NA,,processed_pseudogene,
ENSG00000244157,NA,EIF4E2P2,processed_pseudogene,
ENSG00000249815,NA,,lincRNA,
ENSG00000197580,83875,BCO2,protein_coding,beta-carotene oxygenase 2
ENSG00000278963,NA,,TEC,
ENSG00000183763,10293,TRAIP,protein_coding,TRAF interacting protein
ENSG00000089159,5829,PXN,protein_coding,paxillin
ENSG00000018236,1272,CNTN1,protein_coding,contactin 1
ENSG00000184349,1946,EFNA5,protein_coding,ephrin A5
ENSG00000213279,NA,,lincRNA,
ENSG00000279161,NA,,TEC,
ENSG00000185664,6490,PMEL,protein_coding,premelanosome protein
ENSG00000171466,54811,ZNF562,protein_coding,zinc finger protein 562
ENSG00000250822,401177,,lincRNA,uncharacterized LOC401177
ENSG00000197124,91120,ZNF682,protein_coding,zinc finger protein 682
ENSG00000255111,NA,,processed_pseudogene,
ENSG00000214760,NA,RPL21P1,processed_pseudogene,
ENSG00000256281,NA,,lincRNA,
ENSG00000226057,NA,PHF2P2,transcribed_unprocessed_pseudogene,
ENSG00000101871,4281,MID1,protein_coding,midline 1
ENSG00000171206,81603,TRIM8,protein_coding,tripartite motif containing 8
ENSG00000246526,NA,,lincRNA,
ENSG00000279859,NA,,TEC,
ENSG00000249304,NA,,antisense,
ENSG00000070018,4040,LRP6,protein_coding,LDL receptor related protein 6
ENSG00000180801,79642,ARSJ,protein_coding,arylsulfatase family member J
ENSG00000250551,NA,,lincRNA,
ENSG00000107949,56647,BCCIP,protein_coding,BRCA2 and CDKN1A interacting protein
ENSG00000217809,NA,FAT1P1,processed_pseudogene,
ENSG00000229239,NA,,unprocessed_pseudogene,
ENSG00000237359,NA,,lincRNA,
ENSG00000275214,3429,IFI27,protein_coding,interferon alpha inducible protein 27
ENSG00000275312,NA,,unprocessed_pseudogene,
ENSG00000234900,NA,,lincRNA,
ENSG00000002549,51056,LAP3,protein_coding,leucine aminopeptidase 3
ENSG00000259639,NA,,lincRNA,
ENSG00000103363,6923,TCEB2,protein_coding,transcription elongation factor B subunit 2
ENSG00000250772,101927007,LINC01365,lincRNA,long intergenic non-protein coding RNA 1365
ENSG00000249959,NA,,lincRNA,
ENSG00000248522,100133234,SBF1P1,processed_pseudogene,SET binding factor 1 pseudogene 1
ENSG00000230546,NA,,unprocessed_pseudogene,
ENSG00000274952,3804,KIR2DL3,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
ENSG00000180019,NA,,processed_pseudogene,
ENSG00000223947,NA,,antisense,
ENSG00000267547,NA,,lincRNA,
ENSG00000130066,6303,SAT1,protein_coding,spermidine/spermine N1-acetyltransferase 1
ENSG00000235228,NA,,unprocessed_pseudogene,
ENSG00000261290,NA,CYP4A44P,unprocessed_pseudogene,
ENSG00000220349,NA,,processed_pseudogene,
ENSG00000230140,NA,,antisense,
ENSG00000238156,NA,,lincRNA,
ENSG00000165512,7570,ZNF22,protein_coding,zinc finger protein 22
ENSG00000262616,NA,KRTAP3-4P,unprocessed_pseudogene,
ENSG00000168917,80723,SLC35G2,protein_coding,solute carrier family 35 member G2
ENSG00000229723,NA,LINC01054,antisense,
ENSG00000258988,NA,,processed_pseudogene,
ENSG00000256913,NA,,processed_pseudogene,
ENSG00000215450,NA,,processed_pseudogene,
ENSG00000248138,NA,,antisense,
ENSG00000275791,NA,TRBV10-3,TR_V_gene,
ENSG00000250492,NA,INTS6P1,processed_pseudogene,
ENSG00000270361,NA,,lincRNA,
ENSG00000224116,285954,INHBA-AS1,antisense,INHBA antisense RNA 1
ENSG00000182346,267012,DAOA,protein_coding,D-amino acid oxidase activator
ENSG00000224452,NA,RSL24D1P6,processed_pseudogene,
ENSG00000184575,11260,XPOT,protein_coding,exportin for tRNA
ENSG00000276597,NA,TRBV11-3,TR_V_gene,
ENSG00000282461,NA,,lincRNA,
ENSG00000279665,NA,,TEC,
ENSG00000250540,NA,,processed_pseudogene,
ENSG00000230395,NA,,unprocessed_pseudogene,
ENSG00000225676,NA,,antisense,
ENSG00000163612,NA,FAM86KP,unprocessed_pseudogene,
ENSG00000273151,NA,,antisense,
ENSG00000280090,283162,OR8B4,protein_coding,olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)
ENSG00000229692,NA,SOS1-IT1,sense_intronic,
ENSG00000248466,NA,,processed_pseudogene,
ENSG00000228819,NA,,processed_pseudogene,
ENSG00000260236,NA,,antisense,
ENSG00000236133,NA,LINC01069,lincRNA,
ENSG00000254542,NA,NAV2-AS3,antisense,
ENSG00000262050,105371592,,antisense,uncharacterized LOC105371592
ENSG00000137473,83894,TTC29,protein_coding,tetratricopeptide repeat domain 29
ENSG00000232530,NA,,antisense,
ENSG00000233821,NA,ENOX1-AS1,lincRNA,
ENSG00000172818,5017,OVOL1,protein_coding,ovo like transcriptional repressor 1
ENSG00000271117,NA,,processed_pseudogene,
ENSG00000282255,NA,,sense_intronic,
ENSG00000251526,NA,,lincRNA,
ENSG00000143674,84451,,protein_coding,mixed lineage kinase 4
ENSG00000146453,154197,PNLDC1,protein_coding,PARN like, ribonuclease domain containing 1
ENSG00000143153,481,ATP1B1,protein_coding,ATPase Na+/K+ transporting subunit beta 1
ENSG00000228167,NA,,processed_pseudogene,
ENSG00000274104,NA,,lincRNA,
ENSG00000256927,NA,,lincRNA,
ENSG00000168970,8681,JMJD7-PLA2G4B,protein_coding,JMJD7-PLA2G4B readthrough
ENSG00000270031,NA,,sense_intronic,
ENSG00000230373,642402,GOLGA6L5P,transcribed_unprocessed_pseudogene,golgin A6 family-like 17, pseudogene
ENSG00000226473,NA,,processed_pseudogene,
ENSG00000257087,NA,,processed_pseudogene,
ENSG00000163060,150483,TEKT4,protein_coding,tektin 4
ENSG00000278908,NA,,TEC,
ENSG00000258980,NA,EIF1AXP2,processed_pseudogene,
ENSG00000250850,NA,,antisense,
ENSG00000250564,102546229,,lincRNA,uncharacterized LOC102546229
ENSG00000279874,NA,,TEC,
ENSG00000261035,NA,,lincRNA,
ENSG00000264699,NA,,lincRNA,
ENSG00000258885,NA,,antisense,
ENSG00000273813,NA,,processed_pseudogene,
ENSG00000256350,NA,,unprocessed_pseudogene,
ENSG00000223383,NA,HIST1H2APS6,processed_pseudogene,
ENSG00000224395,26716,OR2H1,protein_coding,olfactory receptor family 2 subfamily H member 1
ENSG00000163520,2199,FBLN2,protein_coding,fibulin 2
ENSG00000277773,6606,SMN2,protein_coding,survival of motor neuron 1, telomeric
ENSG00000277773,6606,SMN2,protein_coding,survival of motor neuron 2, centromeric
ENSG00000277773,6607,SMN2,protein_coding,survival of motor neuron 1, telomeric
ENSG00000277773,6607,SMN2,protein_coding,survival of motor neuron 2, centromeric
ENSG00000164007,149461,CLDN19,protein_coding,claudin 19
ENSG00000257408,NA,,unprocessed_pseudogene,
ENSG00000259623,NA,,sense_overlapping,
